problem_id,variant_type,problem_text,correct_answer,problem_family,problem_subtype,difficulty,contamination_pole,source,verifier_function,difficulty_params,notes
BW_120,W4,"FORMAL DEFINITION:
π = ⟨B, S₀, S*, A⟩

BLOCKS:
B = {c, j, g, f}

INITIAL STATE S₀:
OnTable(c), OnTable(j), OnTable(g), OnTable(f),
Clear(c), Clear(j), Clear(g), Clear(f),
HandEmpty

GOAL STATE S*:
On(c,j), On(j,g), On(g,f), OnTable(f)

ACTIONS (Preconditions → Add Effects | Delete Effects):

1. pick-up(x):
   Pre:  Clear(x), OnTable(x), HandEmpty
   Add:  Holding(x)
   Del:  Clear(x), OnTable(x), HandEmpty

2. put-down(x):
   Pre:  Holding(x)
   Add:  OnTable(x), Clear(x), HandEmpty
   Del:  Holding(x)

3. stack(x, y):
   Pre:  Holding(x), Clear(y)
   Add:  On(x,y), Clear(x), HandEmpty
   Del:  Holding(x), Clear(y)

4. unstack(x, y):
   Pre:  On(x,y), Clear(x), HandEmpty
   Add:  Holding(x), Clear(y)
   Del:  On(x,y), Clear(x), HandEmpty

CONSTRAINTS:
- x ≠ y for all two-argument actions
- Exactly one block can be held at a time
- Pre(aₖ) ⊆ Sₖ₋₁ must hold for each action aₖ

TASK:
Find plan π = (a₁, a₂, ..., aₙ) such that:
S₀ →(a₁) S₁ →(a₂) ... →(aₙ) Sₙ, where S* ⊆ Sₙ

OUTPUT FORMAT:
Return a numbered list of actions only.
Each action must be exactly one of:
  pick-up X
  put-down X
  stack X Y
  unstack X Y
No explanation. No extra text.","pick-up g
stack g f
pick-up j
stack j g
pick-up c
stack c j",planning_suite,blocksworld,easy,high,type=planbench_original | dataset=planbench | filename=instance-120.pddl | path=plan-bench/instances/blocksworld/generated/instance-120.pddl,verify_blocksworld_plan,num_blocks=4 | requires_unstacking=false | max_initial_stack_depth=1,4 blocks starting on table; no unstacking required
BW_120,W6,"""You are a robot arm. Available actions: pick-up X (X must be clear and on the table, hand must be empty), put-down X (place X on the table), stack X Y (place X on Y; Y must be clear, you must be holding X), unstack X Y (pick up X from Y; X must be clear, hand must be empty). You can hold one block at a time. Current state: Block c is on block j, block j is on block g, and block g is on block f. Block f is on the table. The hand is empty. Goal: Blocks c, j, g, and f are all clear and on the table. Respond with a numbered list of actions only. Each action must be exactly one of: pick-up X / put-down X / stack X Y / unstack X Y. No explanation. No extra text.""","unstack c j
put-down c
unstack j g
put-down j
unstack g f
put-down g",planning_suite,blocksworld,easy,high,type=planbench_original | dataset=planbench | filename=instance-120.pddl | path=plan-bench/instances/blocksworld/generated/instance-120.pddl,verify_blocksworld_plan,num_blocks=4 | requires_unstacking=false | max_initial_stack_depth=1,4 blocks starting on table; no unstacking required
BW_227,canonical,"""You are a robot arm. Available actions: pick-up X (X must be clear and on the table, hand must be empty), put-down X (place X on the table), stack X Y (place X on Y; Y must be clear, you must be holding X), unstack X Y (pick up X from Y; X must be clear, hand must be empty). You can hold one block at a time. Current state: Blocks f, l, g, d, i, j, c, k, and a are clear and on the table. The hand is empty. Goal: Block f is on block l, block l is on block g, block g is on block d, block d is on block i, block i is on block j, block j is on block c, block c is on block k, and block k is on block a. Respond with a numbered list of actions only. Each action must be exactly one of: pick-up X / put-down X / stack X Y / unstack X Y. No explanation. No extra text.""","pick-up k
stack k a
pick-up c
stack c k
pick-up j
stack j c
pick-up i
stack i j
pick-up d
stack d i
pick-up g
stack g d
pick-up l
stack l g
pick-up f
stack f l",planning_suite,blocksworld,hard,high,type=planbench_original | dataset=planbench | filename=instance-227.pddl | path=plan-bench/instances/blocksworld/generated/instance-227.pddl,verify_blocksworld_plan,num_blocks=9 | requires_unstacking=false |,9 blocks starting on table; no unstacking required
BW_227,W2,"Action Reference:
| Action      | Preconditions                        | Effect            |
|-------------|--------------------------------------|-------------------|
| pick-up X   | X is on table, X is clear, hand empty| holding X         |
| put-down X  | holding X                            | X on table        |
| stack X Y   | holding X, Y is clear                | X on Y            |
| unstack X Y | X on Y, X is clear, hand empty       | holding X         |

Current State:
| Block | Location | Clear? |
|-------|----------|--------|
| f     | table    | yes    |
| l     | table    | yes    |
| g     | table    | yes    |
| d     | table    | yes    |
| i     | table    | yes    |
| j     | table    | yes    |
| c     | table    | yes    |
| k     | table    | yes    |
| a     | table    | yes    |

Goal:
| Block | Must be on top of |
|-------|-------------------|
| f     | l                 |
| l     | g                 |
| g     | d                 |
| d     | i                 |
| i     | j                 |
| j     | c                 |
| c     | k                 |
| k     | a                 |

Respond with a numbered list of actions only. Each action must be exactly one of: pick-up X / put-down X / stack X Y / unstack X Y. No explanation. No extra text.","pick-up k
stack k a
pick-up c
stack c k
pick-up j
stack j c
pick-up i
stack i j
pick-up d
stack d i
pick-up g
stack g d
pick-up l
stack l g
pick-up f
stack f l",planning_suite,blocksworld,hard,high,type=planbench_original | dataset=planbench | filename=instance-227.pddl | path=plan-bench/instances/blocksworld/generated/instance-227.pddl,verify_blocksworld_plan,num_blocks=9 | requires_unstacking=false |,9 blocks starting on table; no unstacking required
BW_227,W3,"""You are an HR manager building a reporting chain. Available actions: select X (X must have no direct reports and be unassigned, hands must be free), release X (return X to the unassigned pool), place X under Y (Y must have no one above them, you must be holding X), remove X from Y (X must have no direct reports, hands must be free). You can manage one employee at a time. Current state: Felix, Laura, George, Derek, Ian, Jack, Clara, Kevin, and Amy are all unassigned and available. Your hands are free. Goal: Felix reports to Laura, Laura reports to George, George reports to Derek, Derek reports to Ian, Ian reports to Jack, Jack reports to Clara, Clara reports to Kevin, and Kevin reports to Amy. Respond with a numbered list of actions only. Each action must be exactly one of: select X / release X / place X under Y / remove X from Y. No explanation. No extra text.""","select Kevin
place Kevin under Amy
select Clara
place Clara under Kevin
select Jack
place Jack under Clara
select Ian
place Ian under Jack
select Derek
place Derek under Ian
select George
place George under Derek
select Laura
place Laura under George
select Felix
place Felix under Laura",planning_suite,blocksworld,hard,high,type=planbench_original | dataset=planbench | filename=instance-227.pddl | path=plan-bench/instances/blocksworld/generated/instance-227.pddl,verify_blocksworld_plan,num_blocks=9 | requires_unstacking=false |,9 blocks starting on table; no unstacking required
BW_227,W4,"FORMAL DEFINITION:
π = ⟨B, S₀, S*, A⟩

BLOCKS:
B = {f, l, g, d, i, j, c, k, a}

INITIAL STATE S₀:
OnTable(f), OnTable(l), OnTable(g), OnTable(d), OnTable(i),
OnTable(j), OnTable(c), OnTable(k), OnTable(a),
Clear(f), Clear(l), Clear(g), Clear(d), Clear(i),
Clear(j), Clear(c), Clear(k), Clear(a),
HandEmpty

GOAL STATE S*:
On(f,l), On(l,g), On(g,d), On(d,i), On(i,j),
On(j,c), On(c,k), On(k,a), OnTable(a)

ACTIONS (Preconditions → Add Effects | Delete Effects):

1. pick-up(x):
   Pre:  Clear(x), OnTable(x), HandEmpty
   Add:  Holding(x)
   Del:  Clear(x), OnTable(x), HandEmpty

2. put-down(x):
   Pre:  Holding(x)
   Add:  OnTable(x), Clear(x), HandEmpty
   Del:  Holding(x)

3. stack(x, y):
   Pre:  Holding(x), Clear(y)
   Add:  On(x,y), Clear(x), HandEmpty
   Del:  Holding(x), Clear(y)

4. unstack(x, y):
   Pre:  On(x,y), Clear(x), HandEmpty
   Add:  Holding(x), Clear(y)
   Del:  On(x,y), Clear(x), HandEmpty

CONSTRAINTS:
- x ≠ y for all two-argument actions
- Exactly one block can be held at a time
- Pre(aₖ) ⊆ Sₖ₋₁ must hold for each action aₖ

TASK:
Find plan π = (a₁, a₂, ..., aₙ) such that:
S₀ →(a₁) S₁ →(a₂) ... →(aₙ) Sₙ, where S* ⊆ Sₙ

OUTPUT FORMAT:
Return a numbered list of actions only.
Each action must be exactly one of:
  pick-up X
  put-down X
  stack X Y
  unstack X Y
No explanation. No extra text.","pick-up k
stack k a
pick-up c
stack c k
pick-up j
stack j c
pick-up i
stack i j
pick-up d
stack d i
pick-up g
stack g d
pick-up l
stack l g
pick-up f
stack f l",planning_suite,blocksworld,hard,high,type=planbench_original | dataset=planbench | filename=instance-227.pddl | path=plan-bench/instances/blocksworld/generated/instance-227.pddl,verify_blocksworld_plan,num_blocks=9 | requires_unstacking=false |,9 blocks starting on table; no unstacking required
BW_227,W6,"""You are a robot arm. Available actions: pick-up X (X must be clear and on the table, hand must be empty), put-down X (place X on the table), stack X Y (place X on Y; Y must be clear, you must be holding X), unstack X Y (pick up X from Y; X must be clear, hand must be empty). You can hold one block at a time. Current state: Block f is on block l, block l is on block g, block g is on block d, block d is on block i, block i is on block j, block j is on block c, block c is on block k, and block k is on block a. Block a is on the table. The hand is empty. Goal: Blocks f, l, g, d, i, j, c, k, and a are all clear and on the table. Respond with a numbered list of actions only. Each action must be exactly one of: pick-up X / put-down X / stack X Y / unstack X Y. No explanation. No extra text.""","unstack f l
put-down f
unstack l g
put-down l
unstack g d
put-down g
unstack d i
put-down d
unstack i j
put-down i
unstack j c
put-down j
unstack c k
put-down c
unstack k a
put-down k",planning_suite,blocksworld,hard,high,type=planbench_original | dataset=planbench | filename=instance-227.pddl | path=plan-bench/instances/blocksworld/generated/instance-227.pddl,verify_blocksworld_plan,num_blocks=9 | requires_unstacking=false |,9 blocks starting on table; no unstacking required
BW_137,canonical,"""You are a robot arm. Available actions: pick-up X (X must be clear and on the table, hand must be empty), put-down X (place X on the table), stack X Y (place X on Y; Y must be clear, you must be holding X), unstack X Y (pick up X from Y; X must be clear, hand must be empty). You can hold one block at a time. Current state: Blocks d, a, b, j, e, l, h, c, f, g, and i are clear and on the table. The hand is empty. Goal: Block d is on block a, block a is on block b, block b is on block j, block j is on block e, block e is on block l, block l is on block h, block h is on block c, block c is on block f, block f is on block g, and block g is on block i. Respond with a numbered list of actions only. Each action must be exactly one of: pick-up X / put-down X / stack X Y / unstack X Y. No explanation. No extra text.""","pick-up g
stack g i
pick-up f
stack f g
pick-up c
stack c f
pick-up h
stack h c
pick-up l
stack l h
pick-up e
stack e l
pick-up j
stack j e
pick-up b
stack b j
pick-up a
stack a b
pick-up d
stack d a",planning_suite,blocksworld,hard,high,type=planbench_original | dataset=planbench | filename=instance-137.pddl | path=plan-bench/instances/blocksworld/generated/instance-137.pddl,verify_blocksworld_plan,num_blocks=11 | requires_unstacking=false | max_initial_stack_depth=1,11 blocks starting on table; no unstacking required
BW_137,W2,"Action Reference:
| Action      | Preconditions                        | Effect            |
|-------------|--------------------------------------|-------------------|
| pick-up X   | X is on table, X is clear, hand empty| holding X         |
| put-down X  | holding X                            | X on table        |
| stack X Y   | holding X, Y is clear                | X on Y            |
| unstack X Y | X on Y, X is clear, hand empty       | holding X         |

Current State:
| Block | Location | Clear? |
|-------|----------|--------|
| d     | table    | yes    |
| a     | table    | yes    |
| b     | table    | yes    |
| j     | table    | yes    |
| e     | table    | yes    |
| l     | table    | yes    |
| h     | table    | yes    |
| c     | table    | yes    |
| f     | table    | yes    |
| g     | table    | yes    |
| i     | table    | yes    |

Goal:
| Block | Must be on top of |
|-------|-------------------|
| d     | a                 |
| a     | b                 |
| b     | j                 |
| j     | e                 |
| e     | l                 |
| l     | h                 |
| h     | c                 |
| c     | f                 |
| f     | g                 |
| g     | i                 |

Respond with a numbered list of actions only. Each action must be exactly one of: pick-up X / put-down X / stack X Y / unstack X Y. No explanation. No extra text.","pick-up g
stack g i
pick-up f
stack f g
pick-up c
stack c f
pick-up h
stack h c
pick-up l
stack l h
pick-up e
stack e l
pick-up j
stack j e
pick-up b
stack b j
pick-up a
stack a b
pick-up d
stack d a",planning_suite,blocksworld,hard,high,type=planbench_original | dataset=planbench | filename=instance-137.pddl | path=plan-bench/instances/blocksworld/generated/instance-137.pddl,verify_blocksworld_plan,num_blocks=11 | requires_unstacking=false | max_initial_stack_depth=1,11 blocks starting on table; no unstacking required
BW_137,W3,"""You are an HR manager building a reporting chain. Available actions: select X (X must have no direct reports and be unassigned, hands must be free), release X (return X to the unassigned pool), place X under Y (Y must have no one above them, you must be holding X), remove X from Y (X must have no direct reports, hands must be free). You can manage one employee at a time. Current state: Dana, Aaron, Brian, Julia, Ethan, Lisa, Harry, Clara, Frank, Gloria, and Ivan are all unassigned and available. Your hands are free. Goal: Dana reports to Aaron, Aaron reports to Brian, Brian reports to Julia, Julia reports to Ethan, Ethan reports to Lisa, Lisa reports to Harry, Harry reports to Clara, Clara reports to Frank, Frank reports to Gloria, and Gloria reports to Ivan. Respond with a numbered list of actions only. Each action must be exactly one of: select X / release X / place X under Y / remove X from Y. No explanation. No extra text.""","select Gloria
place Gloria under Ivan
select Frank
place Frank under Gloria
select Clara
place Clara under Frank
select Harry
place Harry under Clara
select Lisa
place Lisa under Harry
select Ethan
place Ethan under Lisa
select Julia
place Julia under Ethan
select Brian
place Brian under Julia
select Aaron
place Aaron under Brian
select Dana
place Dana under Aaron",planning_suite,blocksworld,hard,high,type=planbench_original | dataset=planbench | filename=instance-137.pddl | path=plan-bench/instances/blocksworld/generated/instance-137.pddl,verify_blocksworld_plan,num_blocks=11 | requires_unstacking=false | max_initial_stack_depth=1,11 blocks starting on table; no unstacking required
BW_137,W4,"FORMAL DEFINITION:
π = ⟨B, S₀, S*, A⟩

BLOCKS:
B = {d, a, b, j, e, l, h, c, f, g, i}

INITIAL STATE S₀:
OnTable(d), OnTable(a), OnTable(b), OnTable(j), OnTable(e),
OnTable(l), OnTable(h), OnTable(c), OnTable(f), OnTable(g), OnTable(i),
Clear(d), Clear(a), Clear(b), Clear(j), Clear(e),
Clear(l), Clear(h), Clear(c), Clear(f), Clear(g), Clear(i),
HandEmpty

GOAL STATE S*:
On(d,a), On(a,b), On(b,j), On(j,e), On(e,l),
On(l,h), On(h,c), On(c,f), On(f,g), On(g,i), OnTable(i)

ACTIONS (Preconditions → Add Effects | Delete Effects):

1. pick-up(x):
   Pre:  Clear(x), OnTable(x), HandEmpty
   Add:  Holding(x)
   Del:  Clear(x), OnTable(x), HandEmpty

2. put-down(x):
   Pre:  Holding(x)
   Add:  OnTable(x), Clear(x), HandEmpty
   Del:  Holding(x)

3. stack(x, y):
   Pre:  Holding(x), Clear(y)
   Add:  On(x,y), Clear(x), HandEmpty
   Del:  Holding(x), Clear(y)

4. unstack(x, y):
   Pre:  On(x,y), Clear(x), HandEmpty
   Add:  Holding(x), Clear(y)
   Del:  On(x,y), Clear(x), HandEmpty

CONSTRAINTS:
- x ≠ y for all two-argument actions
- Exactly one block can be held at a time
- Pre(aₖ) ⊆ Sₖ₋₁ must hold for each action aₖ

TASK:
Find plan π = (a₁, a₂, ..., aₙ) such that:
S₀ →(a₁) S₁ →(a₂) ... →(aₙ) Sₙ, where S* ⊆ Sₙ

OUTPUT FORMAT:
Return a numbered list of actions only.
Each action must be exactly one of:
  pick-up X
  put-down X
  stack X Y
  unstack X Y
No explanation. No extra text.","pick-up g
stack g i
pick-up f
stack f g
pick-up c
stack c f
pick-up h
stack h c
pick-up l
stack l h
pick-up e
stack e l
pick-up j
stack j e
pick-up b
stack b j
pick-up a
stack a b
pick-up d
stack d a",planning_suite,blocksworld,hard,high,type=planbench_original | dataset=planbench | filename=instance-137.pddl | path=plan-bench/instances/blocksworld/generated/instance-137.pddl,verify_blocksworld_plan,num_blocks=11 | requires_unstacking=false | max_initial_stack_depth=1,11 blocks starting on table; no unstacking required
BW_137,W6,"""You are a robot arm. Available actions: pick-up X (X must be clear and on the table, hand must be empty), put-down X (place X on the table), stack X Y (place X on Y; Y must be clear, you must be holding X), unstack X Y (pick up X from Y; X must be clear, hand must be empty). You can hold one block at a time. Current state: Block d is on block a, block a is on block b, block b is on block j, block j is on block e, block e is on block l, block l is on block h, block h is on block c, block c is on block f, block f is on block g, and block g is on block i. Block i is on the table. The hand is empty. Goal: Blocks d, a, b, j, e, l, h, c, f, g, and i are all clear and on the table. Respond with a numbered list of actions only. Each action must be exactly one of: pick-up X / put-down X / stack X Y / unstack X Y. No explanation. No extra text.""","unstack d a
put-down d
unstack a b
put-down a
unstack b j
put-down b
unstack j e
put-down j
unstack e l
put-down e
unstack l h
put-down l
unstack h c
put-down h
unstack c f
put-down c
unstack f g
put-down f
unstack g i
put-down g",planning_suite,blocksworld,hard,high,type=planbench_original | dataset=planbench | filename=instance-137.pddl | path=plan-bench/instances/blocksworld/generated/instance-137.pddl,verify_blocksworld_plan,num_blocks=11 | requires_unstacking=false | max_initial_stack_depth=1,11 blocks starting on table; no unstacking required
BW_172,canonical,"""You are a robot arm. Available actions: pick-up X (X must be clear and on the table, hand must be empty), put-down X (place X on the table), stack X Y (place X on Y; Y must be clear, you must be holding X), unstack X Y (pick up X from Y; X must be clear, hand must be empty). You can hold one block at a time. Current state: Blocks i, l, g, e, d, b, a, j, h, f, and k are clear and on the table. The hand is empty. Goal: Block i is on block l, block l is on block g, block g is on block e, block e is on block d, block d is on block b, block b is on block a, block a is on block j, block j is on block h, block h is on block f, and block f is on block k. Respond with a numbered list of actions only. Each action must be exactly one of: pick-up X / put-down X / stack X Y / unstack X Y. No explanation. No extra text.""","pick-up f
stack f k
pick-up h
stack h f
pick-up j
stack j h
pick-up a
stack a j
pick-up b
stack b a
pick-up d
stack d b
pick-up e
stack e d
pick-up g
stack g e
pick-up l
stack l g
pick-up i
stack i l",planning_suite,blocksworld,hard,high,type=planbench_original | dataset=planbench | filename=instance-172.pddl | path=plan-bench/instances/blocksworld/generated/instance-172.pddl,verify_blocksworld_plan,num_blocks=11 | requires_unstacking=false | max_initial_stack_depth=1,11 blocks starting on table; no unstacking required
BW_172,W2,"Action Reference:
| Action      | Preconditions                        | Effect            |
|-------------|--------------------------------------|-------------------|
| pick-up X   | X is on table, X is clear, hand empty| holding X         |
| put-down X  | holding X                            | X on table        |
| stack X Y   | holding X, Y is clear                | X on Y            |
| unstack X Y | X on Y, X is clear, hand empty       | holding X         |

Current State:
| Block | Location | Clear? |
|-------|----------|--------|
| i     | table    | yes    |
| l     | table    | yes    |
| g     | table    | yes    |
| e     | table    | yes    |
| d     | table    | yes    |
| b     | table    | yes    |
| a     | table    | yes    |
| j     | table    | yes    |
| h     | table    | yes    |
| f     | table    | yes    |
| k     | table    | yes    |

Goal:
| Block | Must be on top of |
|-------|-------------------|
| i     | l                 |
| l     | g                 |
| g     | e                 |
| e     | d                 |
| d     | b                 |
| b     | a                 |
| a     | j                 |
| j     | h                 |
| h     | f                 |
| f     | k                 |

Respond with a numbered list of actions only. Each action must be exactly
one of: pick-up X / put-down X / stack X Y / unstack X Y.
No explanation. No extra text.","pick-up f
stack f k
pick-up h
stack h f
pick-up j
stack j h
pick-up a
stack a j
pick-up b
stack b a
pick-up d
stack d b
pick-up e
stack e d
pick-up g
stack g e
pick-up l
stack l g
pick-up i
stack i l",planning_suite,blocksworld,hard,high,type=planbench_original | dataset=planbench | filename=instance-172.pddl | path=plan-bench/instances/blocksworld/generated/instance-172.pddl,verify_blocksworld_plan,num_blocks=11 | requires_unstacking=false | max_initial_stack_depth=1,11 blocks starting on table; no unstacking required
BW_172,W3,"""You are an HR manager building a reporting chain. Available actions: select X (X must have no direct reports and be unassigned, hands must be free), release X (return X to the unassigned pool), place X under Y (Y must have no one above them, you must be holding X), remove X from Y (X must have no direct reports, hands must be free). You can manage one employee at a time. Current state: Ivan, Laura, Gary, Ethan, Dana, Ben, Amy, Jake, Helen, Felix, and Karen are all unassigned and available. Your hands are free. Goal: Ivan reports to Laura, Laura reports to Gary, Gary reports to Ethan, Ethan reports to Dana, Dana reports to Ben, Ben reports to Amy, Amy reports to Jake, Jake reports to Helen, Helen reports to Felix, and Felix reports to Karen. Respond with a numbered list of actions only. Each action must be exactly one of: select X / release X / place X under Y / remove X from Y. No explanation. No extra text.""","select Felix
place Felix under Karen
select Helen
place Helen under Felix
select Jake
place Jake under Helen
select Amy
place Amy under Jake
select Ben
place Ben under Amy
select Dana
place Dana under Ben
select Ethan
place Ethan under Dana
select Gary
place Gary under Ethan
select Laura
place Laura under Gary
select Ivan
place Ivan under Laura",planning_suite,blocksworld,hard,high,type=planbench_original | dataset=planbench | filename=instance-172.pddl | path=plan-bench/instances/blocksworld/generated/instance-172.pddl,verify_blocksworld_plan,num_blocks=11 | requires_unstacking=false | max_initial_stack_depth=1,11 blocks starting on table; no unstacking required
BW_172,W4,"FORMAL DEFINITION:
π = ⟨B, S₀, S*, A⟩

BLOCKS:
B = {i, l, g, e, d, b, a, j, h, f, k}

INITIAL STATE S₀:
OnTable(i), OnTable(l), OnTable(g), OnTable(e), OnTable(d),
OnTable(b), OnTable(a), OnTable(j), OnTable(h), OnTable(f), OnTable(k),
Clear(i), Clear(l), Clear(g), Clear(e), Clear(d),
Clear(b), Clear(a), Clear(j), Clear(h), Clear(f), Clear(k),
HandEmpty

GOAL STATE S*:
On(i,l), On(l,g), On(g,e), On(e,d), On(d,b),
On(b,a), On(a,j), On(j,h), On(h,f), On(f,k), OnTable(k)

ACTIONS (Preconditions → Add Effects | Delete Effects):

1. pick-up(x):
   Pre:  Clear(x), OnTable(x), HandEmpty
   Add:  Holding(x)
   Del:  Clear(x), OnTable(x), HandEmpty

2. put-down(x):
   Pre:  Holding(x)
   Add:  OnTable(x), Clear(x), HandEmpty
   Del:  Holding(x)

3. stack(x, y):
   Pre:  Holding(x), Clear(y)
   Add:  On(x,y), Clear(x), HandEmpty
   Del:  Holding(x), Clear(y)

4. unstack(x, y):
   Pre:  On(x,y), Clear(x), HandEmpty
   Add:  Holding(x), Clear(y)
   Del:  On(x,y), Clear(x), HandEmpty

CONSTRAINTS:
- x ≠ y for all two-argument actions
- Exactly one block can be held at a time
- Pre(aₖ) ⊆ Sₖ₋₁ must hold for each action aₖ

TASK:
Find plan π = (a₁, a₂, ..., aₙ) such that:
S₀ →(a₁) S₁ →(a₂) ... →(aₙ) Sₙ, where S* ⊆ Sₙ

OUTPUT FORMAT:
Return a numbered list of actions only.
Each action must be exactly one of:
  pick-up X
  put-down X
  stack X Y
  unstack X Y
No explanation. No extra text.","pick-up f
stack f k
pick-up h
stack h f
pick-up j
stack j h
pick-up a
stack a j
pick-up b
stack b a
pick-up d
stack d b
pick-up e
stack e d
pick-up g
stack g e
pick-up l
stack l g
pick-up i
stack i l",planning_suite,blocksworld,hard,high,type=planbench_original | dataset=planbench | filename=instance-172.pddl | path=plan-bench/instances/blocksworld/generated/instance-172.pddl,verify_blocksworld_plan,num_blocks=11 | requires_unstacking=false | max_initial_stack_depth=1,11 blocks starting on table; no unstacking required
BW_172,W6,"""You are a robot arm. Available actions: pick-up X (X must be clear and on the table, hand must be empty), put-down X (place X on the table), stack X Y (place X on Y; Y must be clear, you must be holding X), unstack X Y (pick up X from Y; X must be clear, hand must be empty). You can hold one block at a time. Current state: Block i is on block l, block l is on block g, block g is on block e, block e is on block d, block d is on block b, block b is on block a, block a is on block j, block j is on block h, block h is on block f, and block f is on block k. Block k is on the table. The hand is empty. Goal: Blocks i, l, g, e, d, b, a, j, h, f, and k are all clear and on the table. Respond with a numbered list of actions only. Each action must be exactly one of: pick-up X / put-down X / stack X Y / unstack X Y. No explanation. No extra text.""","unstack i l
put-down i
unstack l g
put-down l
unstack g e
put-down g
unstack e d
put-down e
unstack d b
put-down d
unstack b a
put-down b
unstack a j
put-down a
unstack j h
put-down j
unstack h f
put-down h
unstack f k
put-down f",planning_suite,blocksworld,hard,high,type=planbench_original | dataset=planbench | filename=instance-172.pddl | path=plan-bench/instances/blocksworld/generated/instance-172.pddl,verify_blocksworld_plan,num_blocks=11 | requires_unstacking=false | max_initial_stack_depth=1,11 blocks starting on table; no unstacking required
BW_467,canonical,"""You are a robot arm. Available actions: pick-up X (X must be clear and on the table, hand must be empty), put-down X (place X on the table), stack X Y (place X on Y; Y must be clear, you must be holding X), unstack X Y (pick up X from Y; X must be clear, hand must be empty). You can hold one block at a time. Current state: Blocks g, i, l, j, a, f, and h are clear and on the table. The hand is empty. Goal: Block g is on block i, block i is on block l, block l is on block j, block j is on block a, block a is on block f, and block f is on block h. Respond with a numbered list of actions only. Each action must be exactly one of: pick-up X / put-down X / stack X Y / unstack X Y. No explanation. No extra text.""","pick-up f
stack f h
pick-up a
stack a f
pick-up j
stack j a
pick-up l
stack l j
pick-up i
stack i l
pick-up g
stack g i",planning_suite,blocksworld,medium,high,type=planbench_original | dataset=planbench | filename=instance-467.pddl | path=plan-bench/instances/blocksworld/generated/instance-467.pddl,verify_blocksworld_plan,num_blocks=7 | requires_unstacking=false | max_initial_stack_depth=1,7 blocks starting on table; no unstacking required
BW_467,W2,"Action Reference:
| Action      | Preconditions                        | Effect            |
|-------------|--------------------------------------|-------------------|
| pick-up X   | X is on table, X is clear, hand empty| holding X         |
| put-down X  | holding X                            | X on table        |
| stack X Y   | holding X, Y is clear                | X on Y            |
| unstack X Y | X on Y, X is clear, hand empty       | holding X         |

Current State:
| Block | Location | Clear? |
|-------|----------|--------|
| g     | table    | yes    |
| i     | table    | yes    |
| l     | table    | yes    |
| j     | table    | yes    |
| a     | table    | yes    |
| f     | table    | yes    |
| h     | table    | yes    |

Goal:
| Block | Must be on top of |
|-------|-------------------|
| g     | i                 |
| i     | l                 |
| l     | j                 |
| j     | a                 |
| a     | f                 |
| f     | h                 |

Respond with a numbered list of actions only. Each action must be exactly one of: pick-up X / put-down X / stack X Y / unstack X Y. No explanation. No extra text.","pick-up f
stack f h
pick-up a
stack a f
pick-up j
stack j a
pick-up l
stack l j
pick-up i
stack i l
pick-up g
stack g i",planning_suite,blocksworld,medium,high,type=planbench_original | dataset=planbench | filename=instance-467.pddl | path=plan-bench/instances/blocksworld/generated/instance-467.pddl,verify_blocksworld_plan,num_blocks=7 | requires_unstacking=false | max_initial_stack_depth=1,7 blocks starting on table; no unstacking required
BW_467,W3,"""You are an HR manager building a reporting chain. Available actions: select X (X must have no direct reports and be unassigned, hands must be free), release X (return X to the unassigned pool), place X under Y (Y must have no one above them, you must be holding X), remove X from Y (X must have no direct reports, hands must be free). You can manage one employee at a time. Current state: Gloria, Ian, Lisa, Jake, Amy, Felix, and Hannah are all unassigned and available. Your hands are free. Goal: Gloria reports to Ian, Ian reports to Lisa, Lisa reports to Jake, Jake reports to Amy, Amy reports to Felix, and Felix reports to Hannah. Respond with a numbered list of actions only. Each action must be exactly one of: select X / release X / place X under Y / remove X from Y. No explanation. No extra text.""","select Felix
place Felix under Hannah
select Amy
place Amy under Felix
select Jake
place Jake under Amy
select Lisa
place Lisa under Jake
select Ian
place Ian under Lisa
select Gloria
place Gloria under Ian",planning_suite,blocksworld,medium,high,type=planbench_original | dataset=planbench | filename=instance-467.pddl | path=plan-bench/instances/blocksworld/generated/instance-467.pddl,verify_blocksworld_plan,num_blocks=7 | requires_unstacking=false | max_initial_stack_depth=1,7 blocks starting on table; no unstacking required
